OrdenfiloWEB,Orden_Grupo,Nombre científico,Sinónimos,Nombre comun,Ambiente,DistribuciónNativa,DistribuciónInvasora,Origen,Presencia,Estatus,Regulada por otros instrumentos,Ficha,Enciclovida,Familia,Creditos Fotos,Familia agregada
Plantas,4,Atriplex semibaccata,,"Morenita rastrera, chamiso australiano, romerillo",Terrestre,"Australia (Vibrans, 2009)","México (el Mezquital, Hidalgo, Ecatepec, Texcoco, Baja California Norte, Coahuila, DF, Oaxaca (Vibrans, 2009), Isla Guadalupe (Aguirre Muñoz et al., 2013)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/172114,,,
Plantas,4,Atriplex suberecta,,,Terrestre,"Australia (Vibrans, 2009)","México (Distrito Federal, Estado de México) (Vibrans, 2009)",Exótica,Presente,,,,http://enciclovida.mx/espcies/172116,,,
Plantas,4,Avena barbata,,,Terrestre,"Norte de Ãfrica, Azores, Islas Canarias, Europa, oeste de Asia y la India (Weeds of Australia, Weeds of Australia, 2014).",,Exótica,Presente,,,,http://enciclovida.mx/espcies/173225,,,
Plantas,4,Avena fatua,,,Terrestre,"Ãfrica, Asia, Europa (USDA, ARS 2015)","Estados Unidos, México (Aguascalientes, Baja California, Chiapas, Chihuahua, Coahuila, Distrito Federal, Durango, Guanajuato, Hidalgo, Jalisco, Estado de México, Michoacán, Nuevo León, Oaxaca, Puebla, San Luis Potosí, Sonora, Tamaulipas, Tlaxcala y Veracruz) (Espinosa, 2000); Centroamérica, Sudamérica y el Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,http://enciclovida.mx/espcies/174603,,,
Plantas,4,Avena sativa,,,Terrestre,Sureste de Europa o Asia occidental (PIER 2008),"Aguascalientes, Baja California, Chiapas, Chihuahua, Coahuila, Distrito Federal, Durango, Hidalgo, Jalisco, Estado de México, Michoacán, Morelos, Nuevo León, Oaxaca, Sonora (Tropicos, 2015), Centroamérica, Sudamérica, Caribe (Dávila et al., 2006)",Exótica,Presente,,,,http://enciclovida.mx/espcies/177782,,,
Plantas,4,Azolla pinnata,"Azolla pinnata R. Br., A africana",,Dulceacuícola,"China, India, Japón, Malasia, Australia, Madagascar, Papua Nueva Guinea, Filipinas, Vietnam (GISD, 2010)","Nueva Zelanda, Estados Unidos (GISD, 2010)",Exótica,Por confirmar,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/201382,,,
Plantas,4,Bambusa multiplex,,,Terrestre,"Asia (USDA, ARS 2015)","Chiapas (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/176379,,,
Plantas,4,Bambusa oldhamii,,,Terrestre,"China, Taiwán (USDA, ARS 2015)","Chiapas (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/176615,,,
Plantas,4,Bambusa tuldoides,,,Terrestre,"China (USDA, ARS 2015)","Chiapas (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/178616,,,
Plantas,4,Bambusa vulgaris,"Arundarbor arundinacea (Retz.) Kuntze, Arundarbor bambos Kuntze, Rev. Gen. Pl. 2, 1891, Arundarbor blancoi (Steudel) Kuntze 1891, Arundarbor fera (Miquel) Kuntze 1891, Arundarbor fera Rumphius 1743, Arundarbor monogyna (Blanco) Kuntze 1891",Bambú comun,Terrestre,"Sur de Asia (GISD, 2009)","Veracruz (Cedeño & Irigoyen, 2011)",Exótica,Presente,Invasora,,x,http://enciclovida.mx/espcies/178926,,,
Plantas,4,Bassia hyssopifolia,,,Terrestre,"Asia, Europa (USDA, ARS 2015)","Baja California Sur (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,http://enciclovida.mx/espcies/172122,,,
Plantas,4,Bassia scoparia,"Kochia scoparia (L.) Scharad., 1809",Coquia,Terrestre,"Armenia, Azerbaiyán, Federación Rusia, China, Japón, Corea, Kazakstán, Kirguizistán, Tayikistán, Turkmenistán, Uzbekistán, Chipre, Turquía, Nepal (USDA, ARS 2015)","Hidalgo (Villaseñor & Espinosa-García, 2004) Naturalizada en Marruecos, Kuwait, Arabia Saudita, Japón, Turkmenistán, Afganistán, Irán, Israel, Paquistán, nueva Zelanda, Bielorrusia, Moldava, Ucrania, Austria, República Checa, Alemania, Hungría, Polonia, Eslovaquia, Suiza, Albania, Bulgaria, Croacia, Grecia, Italia, Macedonia, Rumania, Serbia, Eslovenia, Francia, Portugal, España, Canadá, Estados Unidos, Argentina (USDA, ARS, 2015).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/200412,,,
Plantas,4,Bauhinia variegata,,,Terrestre,"Asia (Torres-Colín et al., 2009; PIER 2010)","Trópicos de América. En México se conoce en Quintana Roo y Yucatán (Torres-Colín et al., 2009)",Exótica,Presente,,,,http://enciclovida.mx/espcies/188780,,,
Plantas,4,Bellis perennis,,,Terrestre,"Ãfrica, Asia templada y Europa (GISD, 2010)","Nueva Zelanda, Hawaii (GISD 2010), Estados Unidos, Costa Rica, Argentina, Bolivia (Vibrans, 2009); Distrito Federal, México (Villaseñor et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/183279,,,
Plantas,4,Beta vulgaris,,"Remolacha, betabel, acelga",Terrestre,"Península Escandinava, costas del Mediterráneo, Islas Canarias y Medio Oriente hasta la India (Vibrans, 2009)","México (Baja California Norte, Sur, Chiapas, Coahuila, DF, Michoacán y Veracruz) (Vibrans, 2009)",Exótica,Presente,,,,http://enciclovida.mx/espcies/172123,,,
Plantas,4,Boerhavia sonorae,,,Terrestre,,,Exótica,Presente,,,,http://enciclovida.mx/espcies/165957,,,
Plantas,4,Bothriochloa bladhii,,,Terrestre,"Ãfrica, India de Australia y el Pacífico (FAO, 2014).","México (Tamaulipas, Yucatán) (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/173337,,,
Plantas,4,Bothriochloa ischaemum,Bothriochloa ischaemum var. songarica (Rupr.) Celarier & J.R.Harlan,,Terrestre,"Sur de Europa y Asia (Allred, 1983)","Estados Unidos (Allred, 1983)",Exótica,Presente,,,,http://enciclovida.mx/espcies/175474,,,
Plantas,4,Bothriochloa pertusa,,,Terrestre,"Este y sur de Asia (CABI, 2016)",,Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/176944,,,
Plantas,4,Bougainvillea glabra,No tiene,"Buganvilia, bougainvillea",Terrestre,"Brasil (Chacalo-Hilu & Corona y Nava, 2009)",,Exótica,Presente,,,,http://enciclovida.mx/espcies/165966,,,
Plantas,4,Brachiaria eruciformis,"Moorochloa eruciformis (Sm.) 
Veldkamp",,Terrestre,"Bangladesh, Bután, Bosnia y Herzegovina, Bulgaria, Camboya, Croacia, Chipre, Egipto, Etiopía, Francia, Grecia, India, Indonesia, Italia, Jordán, República Democrática Popular Lao, Líbano, Macedonia, Malasia, Montenegro, Marruecos, Myanmar, Nepal, Nigeria, Pakistán, Palestina, Filipinas, Serbia, Singapur, Eslovenia, Sudáfrica, España, Sri Lanka, Sudán, Tailandia,, Vietnam (Kumar, 2013)",,Exótica,Presente,,,,http://enciclovida.mx/espcies/174524,,,
Plantas,4,Brachypodium distachyon,,,Terrestre,"Ãfrica, Asia, Europa (USDA, ARS 2015)","Baja California (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/174272,,,
Plantas,4,Brassica juncea,,"mostacilla, mostaza de la China, mostaza India",Terrestre,"Ãfrica, China, Islas Cocos (Australia) (PIER 2008)","Australia, Fiji, Polinesia, Hawái,  Nueva Caledonia, Nueva Zelanda (PIER 2008), México (Baja California Norte, Chiapas, Guanajuato, Jalisco, Nuevo León, Veracruz) (Villaseñor & Espinosa, 1998)",Exótica,Presente,,,,http://enciclovida.mx/espcies/169104,,,
Plantas,4,Brassica napus,,,Terrestre,"Europa (Villaseñor & Espinosa-García, 2004)","Coahuila de Zaragoza (Villaseñor & Espinosa-García, 2004)",Exótica,Presente,,,,http://enciclovida.mx/espcies/169105,,,
Plantas,4,Brassica nigra,,,Terrestre,"Ãfrica, Asia, Europa (USDA, ARS 2015)","Morelos (Villaseñor & Espinosa-García, 2004); Baja California Norte, Chihuahua, Distrito Federal, Durango, Hidalgo, Estado de México, Michoacán, Nayarit, Oaxaca, Sinaloa, Sonora, Tlaxcala, Veracruz (Villaseñor & Espinosa, 1998).",Exótica,Presente,,,,http://enciclovida.mx/espcies/163278,,,
Plantas,4,Brassica tournefortii,Brassica tournefortii var. sisymbrioides (Fisch.) Grossh.,"Nabo del desierto, mostaza del Sahara o mostaza africana",Terrestre,"Argelia, Azerbaiyán, Chipre, Egipto, Grecia, Irán, Irak, Israel, Italia, Jordania, Kuwait, Líbano, Marruecos, Libia, Pakistán, Arabia Saudíta, España, Siria, Túnez, Turquía, Turkmenistán, Uzbekistán (GISD 2005)","Australia, México, Estados Unidos (GISD 2005)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/199089,,,
Plantas,4,Briza minor,,,Terrestre,"Asia Central (Tibet) hasta Turquía, Hungría y Ucrania (Vibrans, 2009)","Canadá, Estados Unidos, México (Chiapas, Distrito Federal, Estado de México, Michoacán, Morelos, Oaxaca, Puebla, Veracruz) (Vibrans, 2009), Centroamérica, Sudamérica y el Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,http://enciclovida.mx/espcies/176247,,,
Plantas,4,Bromus arenarius,,,Terrestre,"Australia (USDA, ARS 2015)","Baja California y Coahuila (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/172996,,,
Plantas,4,Bromus arvensis,,,Terrestre,"Eurasia (Villaseñor & Espinosa-García, 2004)","Canadá, Estados Unidos, México (Baja California, Chihuahua, Sonora), Sudamérica (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,http://enciclovida.mx/espcies/201327,,,
Plantas,4,Bromus berteroanus,,,Terrestre,"Estados Unidos, Argentina, Chile (USDA, ARS 2015)","Baja California y Chihuahua y Morelos (Sánchez-Ken et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/173285,,,
Plantas,4,Bromus catharticus,Bromus angustatus Pilg.; Bromus bolivianus Hack. ex Buchtien; Bromus bolivianus Hack. ex Renvoize; Bromus breviaristatus (Hook.) Thurb. ex Torr.; Bromus brongniartii Kunth; Bromus carinatus Hook. & Arn.; Bromus haenkeanus (J. Presl) Kunth,,Terrestre,"Sudamérica (Vibrans, 2009)","De Estados Unidos a Centroamérica, Coahuila, Dsitrito Federal, Hidalgo, Estado de México, Nuevo León, Puebla, Querétaro, Tlaxcala, Veracruz (Villaseñor & Espinosa, 1998)",Exótica,Presente,,,,http://enciclovida.mx/espcies/173666,,,
Plantas,4,Bromus diandrus,,,Terrestre,"Europa (Dávila-Aranda et al., 2006)","Canadá, Estados Unidos, México (Puebla), Centroamérica y el Caribe (Dávila-Aranda et al., 2006)",Exótica,Presente,,,,http://enciclovida.mx/espcies/174205,,,
Plantas,4,Bromus hordeaceus,,,Terrestre,"Europa, Oeste de Asia y Norte de Ãfrica (FAO 2013; CABI 2015)","Estados Unidos (Invasive Plants Atlas on the United States, 2012), México (Baja California) (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/175281,,,
Plantas,4,Bromus inermis,Bromopsis inermis (Leyss.) Holub,Bromo inerme,Terrestre,"Afganistán, Azerbaiyán, Chipre, Egipto, Francia, Grecia, Irán, Israel, Italia, Jordania, Libia, Marruecos, Nicaragua, Portugal, Rusia, España, Siria, Túnez, Turquía, Turkmenistán, Uzbekistán (GISD 2005)","Estados Unidos (GISD 2005); Coahuila (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/175406,,,
Plantas,4,Bromus japonicus,,,Terrestre,"Europa (Saarela et al., 2014)","Chihuahua, Coahuila, Jalisco (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/175514,,,
Plantas,4,Bromus madritensis,,Pasto,Terrestre,"Mediterráneo; Europa Central y el Atlántico (Saarela et al., 2014)","Egipto, Sudáfrica, Túnez, Canadá, Oeste de Estados Unidos, Texas, Hawái, Islas Vírgenes, Australia (CABI  2011); México (Baja California) (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/175986,,,
Plantas,4,Bromus rigidus,Bromus diandrus var. rigidus (Roth) Sales,,Terrestre,"Europa (Saarela et al., 2014)","Baja California, Colima (Isla Revillagigedo), México, Morelos, Puebla, Tlaxcala, Veracruz y Distrito Federal (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/177636,,,
Plantas,4,Bromus rubens,"Anisantha rubens (L.) Nevski, Bromus madritensis ssp. rubens (L.) Husnot",,Terrestre,"Europa (Saarela et al., 2014)","Estados Unidos (GISD 2010); México (Baja California, Sonora) (Saarela et al., 2014)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/177681,,,
Plantas,4,Bromus secalinus,,,Terrestre,"Argelia, Turquía, República Checa, Hungría, Eslovaquia, Lituania, Moldava, Ucrania, Albania, Bulgaria, Croacia, Grecia, Italia, Rumania, Serbia, Eslovenia, Francia, Portugal, España (USDA, ARS 2015)","Estados Unidos y Canadá, México (Veracruz) (Saarela et al., 2014)",Exótica,Presente,,,,http://enciclovida.mx/espcies/196708,,,
Plantas,4,Bromus tectorum,"Anisantha tectorum (L.), Bromus tectorum L. var. glabratus, Bromus tectorum L. var. hirsutus, Bromus tectorum L. var. Nudus",Broncograss,Terrestre,Asia (CABI 2015),"Australia, Canadá, Cuba, Georgia, Groenlandia, Islandia, Japón, Nueva Zelanda, Rusia, Sudáfrica, Estados Unidos (CABI 2015), México (norte de Baja California, Chihuahua y Coahuila) (Saarela et al., 2014)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/178347,,,
Plantas,4,Buglossoides arvensis,,,Terrestre,"España, Argelia, Egipto, Marruecos, Túnez, Afganistán, Irán, Iraq, Israel, Líbano, Siria, Turquía, Armenia, Georgia, Federación Rusa, Kazajistán, Tayikistán, Uzbekistán, China, Japón, India, Nepal, Noruega, Reino Unido, Alemania, Hungría, Rumania, Eslovenia, Albania, Bulgaria,  Grecia (USDA, ARS 2005).","Estados Unidos y Canadá (Vibrans, 2009)",Exótica,Presente,,NOM-043-FITO-1999,,http://enciclovida.mx/espcies/201477,,,
Plantas,4,Buxus microphylla japonica,No tiene,"Boj, Arrayán, small-leaved box, japanese box",Terrestre,"Japón (Chacalo-Hilu & Corona y Nava, 2009)",,Exótica,Presente,Invasora,,x,,,,
Plantas,4,Cajanus cajan,"Cajan cajan (L.) Huth, Cajanus Indicus Sprengel, Cajan inodorum Medik,",Chicharo gandú,Terrestre,"India (Vibrans, 2009)","En México se registra en Baja California Sur, Campeche, Guerrero, Hidalgo, Oaxaca, Puebla, Sonora y Veracruz (Vibrans, 2009); China, Taiwán (PIER 2013)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/185767,,,
Plantas,4,Cakile maritima,,,Terrestre,"Ãfrica, Asia, Europa (USDA, ARS 2015)",,Exótica,Presente,,,,http://enciclovida.mx/espcies/169101,,,
Plantas,4,Calendula officinalis,,,Terrestre,"Europa (Villaseñor & Espinosa-García, 2004)","Guerrero (Villaseñor & & Espinosa-García, 2004), Distrito Federal, Hidalgo, Jalisco, México, Oaxaca, San Luis Potosí, Tlaxcala (Villaseñor et al., 2012).",Exótica,Presente,,,,http://enciclovida.mx/espcies/182864,,,
Plantas,4,Callistemon citrinus,Callistemon lanceolatus (Sw.) DC.,"Calistemo, Cepillo limpia botellas, calistemon, Bottlebrush, australian bottlebrush",Terrestre,"Australia (Chacalo-Hilu & Corona y Nava, 2009)","D. F. (Chacalo-Hilu & Corona y Nava, 2009)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/201357,,,
Plantas,4,Calotropis procera,,Tabacón,Terrestre,"Asia y Ãfrica tropical (Csurhes, 2009)",,Exótica,Presente,,,,http://enciclovida.mx/espcies/163055,,,
Plantas,4,Calystegia sepium,,,Terrestre,"Ãfrica, Asia, Australasia, Europa, Norte América y Argentina (USDA, ARS 2005)",,Exótica,Presente,,NOM-043-FITO-1999,,http://enciclovida.mx/espcies/163627,,,
Plantas,4,Camelina sativa,,,Terrestre,"Armenia, Federación Rusia, Kazakstán, Tayikistán, Turkmenistán, Mongolia, Turquía, India, Paquistán, todas las regiones de Europa (GISD 2009).","Australia, Canadá, Irlanda, Estados Unidos (GISD 2009), México (Distrito Federal, Durango, Guanajuato, Hidalgo, Estado de México, Morelos, Nuevo León, Oaxaca, Puebla, Querétaro, San Luís Potosí, Tlaxcala (Villaseñor & Espinosa, 1998).",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/202302,,,
Plantas,4,Camellia japonica,No tiene,"Camelia, camellia",Terrestre,"Japón, Corea, China (Chacalo-Hilu & Corona y Nava, 2009)","D. F. (Chacalo-Hilu & Corona y Nava, 2009)",Exótica,Presente,,,,http://enciclovida.mx/espcies/200749,,,
Plantas,4,Canna indica,"Canna edulis, Canna coccinea","platanillo, Tsak pikÂ´oÂ´ y cuhuap (huasteco)",Terrestre/Dulceacuícola,"México (Tamaulipas, Campeche, Chiapas, Hidalgo, Jalisco, Michoacán, Nayarit, Puebla, Quintana Roo, Tabasco, Veracruz, Yucatán), Antigua y Barbuda, Barbados, Cuba, Dominica, República Dominicana, Granada, Guadalupe, Haití, Jamaica, Martinica, Antillas Holandesas, Puerto Rico, Saint Kitts y Nevis, San Vicente, Belice, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Panamá, Guyana Francesa, Guayana, Surinam, Venezuela, Argentina, Paraguay, Uruguay, Bolivia, Colombia, Ecuador, Perú (USDA, ARS 2016).","Naturalizada en Estados Unidos, Europa y sureste de Asia (Vibrans 2009)",Nativa,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/156515,,,
Plantas,4,Capsella bursa-pastoris,,,Terrestre,"Ãfrica, Asia, Europa (USDA, ARS 2015)","Baja California, Aguascalientes, Baja California Norte, Baja California Sur, Chiapas, Distrito Federal, Hidalgo, Jalisco, Estado de México, Michoacán, Puebla, Querétaro, Sinaloa, Tlaxcala, Veracruz (Villaseñor & Espinosa, 1998)",Exótica,Presente,,,,http://enciclovida.mx/espcies/163280,,,
Plantas,4,Cardamine hirsuta,,Berro amargo,Terrestre,"Asia Central (Tibet) hasta Turquía, Hungría y Ucrania (Vibrans, 2009)","México (D.F., Jalisco, Valle de Toluca, Puebla, Tlaxcala, Veracruz) (Vibrans, 2003)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/199928,,,
Plantas,4,Carduus nutans,,,Terrestre,"Asia y Europa (Villaseñor et al., 2012)","Ãfrica, América, Asia, Europa, Norteamérica y Sudamérica en México se reporta en Hidalgo (Villaseñor et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/182767,,,
Plantas,4,Carpobrotus chilensis,"Mesembryanthemum chilense Molina, 1810",,Terrestre,"Argentina y Chile (USDA, ARS 2015)","Baja California (Anda-Martín et al., 2013)",Exótica,Presente,,,,http://enciclovida.mx/espcies/201314,,,
Plantas,4,Carpobrotus edulis,"Mesembryanthemum edule L., 1759",,Terrestre,"Sudáfrica (Sotes et al., 2015; USDA, ARS, 2015)","Australia, Estados Unidos, Nueva Zelanda y sur de Europa  (Sotes et al., 2015), Baja California (PIER 2013)",Exótica,Presente,Invasora,Acuerdo especies exóticas SEMARNAT,x,http://enciclovida.mx/espcies/200685,,,
Plantas,4,Carthamus lanatus,,,Terrestre,"Egipto, Libia, Marruecos, Túnez, Georgia, Federación Rusia, Kazakstán, Kirguizistán, Tayikistán, Turkmenistán, Uzbekistán, Afganistán, Chipre, Irán, Irak, Turquía, India, Paquistán, Moldava, Ucrania, Hungría, Suiza, Albania, Bosnia y Herzegovina, Bulgaria, Croacia, Grecia, Italia, Macedonia, Rumania, Eslovenia, Francia, Portugal, España (GRIN-Global, 2016)","Naturalizada en Portugal, España, Eritrea, Etiopía, Sudáfrica, Australia, Nueva Zelanda, Eslovaquia, Noruega, Estados Unidos, Argentina, Chile, Uruguay (GRIN- Global, 2016)",Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT,,http://enciclovida.mx/espcies/201427,,,
Plantas,4,Carthamus oxyacantha,,,Terrestre,"Armenia, Azerbaiyán, Georgia, Kazakstán, Kirguizistán, Tayikistán, Turkmenistán, Uzbekistán, Afganistán, Irán, Iraq, Siria (GRIN- Global, 2016)",,Exótica,Ausente,Invasora,Acuerdo especies exóticas SEMARNAT/NOM-043-FITO-1999,,http://enciclovida.mx/espcies/201426,,,
Plantas,4,Carthamus tinctorius,,,Terrestre,"Europa (Villaseñor et al., 2012)","Asia, Europa, Norteamérica; Baja California, Michoacán, San Luis Potosí (Villaseñor et al., 2012)",Exótica,Presente,,,,http://enciclovida.mx/espcies/184875,,,
Plantas,4,Caryota urens,Caryota cummingii Lood. Ex Mart.,"Palma cola de pescado, Solitary fishtail palm",Terrestre,"Ãfrica, India, Burma, Malasia, Sri Lanka (Chacalo-Hilu & Corona y Nava, 2009)","Veracruz, Yucatán, Chiapas, Jalisco, Morelos, Oaxaca y Guerrero (Chacalo-Hilu & Corona y Nava, 2009)",Exótica,Presente,,,,http://enciclovida.mx/espcies/156537,,,
Plantas,4,Cassia fistula,,,Terrestre,Sur y Suroeste de Asia (CABI 2015),,Exótica,Presente,,,,http://enciclovida.mx/espcies/186370,,,
Plantas,4,Cassia javanica,,,Terrestre,"China, Bangladesh, India, Camboya, Laos, Myanmar, Tailandia, Vietnam, Indonesia, Malasia, Filipinas (USDA, ARS 2015)",,Exótica,Presente,,,,http://enciclovida.mx/espcies/193849,,,
Plantas,4,Casuarina cunninghamiana,,Roble de río,Terrestre,"Australia (USDA, ARS 2015)","Veracruz y Distrito Federal (Orwa et al., 2009)",Exótica,Presente,Invasora,,x,http://enciclovida.mx/espcies/193745,,,
Plantas,4,Casuarina equisetifolia,,Casuarina o Pino Australiano,Terrestre,"Myanmar, Tailandia, Vietnam, Indonesia, Malasia, Filipinas, India, Australia, Islas Marshall, Micronesia, Marianas, Palao, Polinesia Francesa, Fiji, Vanuatu (USDA, ARS 2015)","Anguila, Antigua y Barbuda, Océano Atlántico, Bahamas, Bermuda, Islas Vírgenes Británicas, Islas Caimán, Islas Cocos, Islas Cook, Cuba, Dominica, República Dominicana, Ecuador, Granada, Guadalupe, Guam, Haití, Jamaica, Kiribati, Islas Marshall, Martinica, México, Montserrat, Nauru, Países Bajos, Antillas, Islas Marianas del Norte, Océano Pacífico, Palao, Pitcairn, Puerto Rico, Reunión (La Reunión), Santa Elena, San Cristóbal y Nieves, Santa Lucía, San Vicente y las Granadinas, Samoa, Tonga, Trinidad y Tobago, Islas Turcas y Caicos, Estados Unidos (GISD 2010); México (Campeche, Estado de México, Oaxaca, Sinaloa, Yucatán y Zacatecas) (Vibrans, 2009)",Exótica,Presente,Invasora,,x,http://enciclovida.mx/espcies/193746,,,
